url,text,likes,comments1,comments,shares_n,shares_t,shares,time,sf,pf,saturation,wc,logwc,post_interval,revenue,start date,d date,page active,person,plant,cluster1,cluster2,cluster3,pfr,sfr
https://www.facebook.com/Pepperfry/posts/pfbid05Zoc8ShSENJrMHiUDRVM41PdgFwxNpN7y75jdTDjpsaukksqtTDfrp7VKdZJre9hl,"Serving Birthday Surprises, One Wishlist at a time 🎁

#pepperfry #pepperfryturns14 #birthday #celebration #giveaway",19,44,44,1,87,87,105,0,0,36,28,3.33220451,2,2.899174026,02-10-2001,16-03-2026,8931,0,1,,1,0,0,0
https://www.facebook.com/Natuzzi/posts/pfbid02bjZsxNAM8poG4tcPxNVYg6FaN5jDMcdVEHpSjtm9LGaGpqhkdqV5iVXJbFN7uXMbl,"We had the pleasure of hosting the presentation of architect Ambra Piccin’s new book, “Architetture alpine a Cortina. Tra eleganza e tradizione,” inside the Natuzzi Italia Flagship Store in Milan.
Together with our community of architects and designers, we explored a refined vision of architecture where territory, tradition, and contemporary sensibility come together.

A gathering that celebrated design as a cultural expression,  a principle that has always guided the philosophy of Natuzzi Italia.

#natuzzi #natuzziitalia",77,43,43,10,0,0,111,0,0,52,46,3.828641396,3,4.94278789,11-05-2011,16-03-2026,5423,1,0,,0,0,0,0
https://www.facebook.com/lakkadhaara/posts/pfbid0RNoaciGHcEoz17k8UceUTp4Qh1iJnp4hWfWa2ped3578YtAT9FuupNPYfzmXJSAsl,"More than a bar cabinet — it’s a conversation starter.
The Winslet elevates your glassware, spirits, and your entire space.
.
.
.
#lakkadhaara #lakkadhaarafurniture #furniture #newarrivals",1,13,13,0,13,13,129,0,0,47,82,4.406719247,2,1.45,27-04-2018,16-03-2026,2880,0,0,,1,0,0,0
https://www.facebook.com/Pepperfry/posts/pfbid026zarpqtSW79wtt4C2KtEJhkgYtTDjpXp2NcGef56HNaxS8dVkS6GNKggiuCfCS2Cl,"Be Your Own Boss With Pepperfry!
Your chance to launch a premium franchise store with an investment starting at ₹30 Lakhs only.

📌 Register now and explore franchise opportunities.
🔗 https://forms.gle/mN81PXfLPEFm2bn58
📩 For queries: franchise@pepperfry.com

Why Partner with Pepperfry?
💰Investment starts at ₹30 Lakhs
💸24 months estimated payback period
🏪110+ Stores | 80+ Cities | Proven Business Model
📦Order fulfilment, assembly & after-sales service managed by Pepperfry

#Pepperfry #PepperfryFranchise #FranchiseOpportunity #RetailLeadership #BusinessExpansion #EntrepreneurshipInIndia #InvestmentOpportunity #OmnichannelRetail #FranchiseNetwork #OpenAStore #BusinessGrowth #RetailIndia #InteriorIndustry #RealEstatePartners #ArchitectsNetwork #FranchiseSales #ChannelExpansion #InvestorOpportunity #BusinessOwnersIndia #ScaleWithUs #GrowthStrategy",20,65,65,0,50,25,130,0,0,84,28,3.33220451,1,6.959118493,02-10-2001,16-03-2026,8931,1,1,,0,0,0,0
https://www.facebook.com/cb2/posts/pfbid032TAk2nZsqwCuSsn3G7LzVRy9NJucDX1ie7SwiF3pPuprWDMCgt6m36o2rjuyu87zl,"A sculptural pedestal, a mirror with presence. Some pieces complement a room, others define it.

@thmr_dev
@stagedtosellhome
Tap to shop: https://cb2.visitlink.me/xe2OiR
#mycb2",28,0,0,1,122,30,149,0,0,25,16,2.772588722,2,6.482031859,12-11-2008,16-03-2026,6333,1,0,,1,0,0,0
https://www.facebook.com/Natuzzi/posts/pfbid0U6W9PN6rB5BkBVvHuwezzRqfZ2hpmWDBdvJGtNKuW12zpkNcxhry4A4TWboQqHZDl,,149,3,3,19,0,0,172,0,0,27,46,3.828641396,4,1.946936339,11-05-2011,16-03-2026,5423,1,1,,1,1,0,0
https://www.facebook.com/wayfair/posts/pfbid02yWh5URRgfB7F9QyBn4f1CuxDhnxZCsaXwskvTuVVg8AEJbXjhUneXH8L4wVJunxHl,"We overstocked, so now we’re cutting prices 📦 🤩 Save up to 60% on all things home during our Warehouse Clearout! http://spr.ly/6185AD20S",85,0,0,7,0,0,183,0,0,20,19,2.944438979,3,7.847629979,25-08-2011,16-03-2026,5317,0,0,,0,0,0,0
https://www.facebook.com/potterybarn/posts/pfbid0QPFTsuX4MdjR74S8siobaR3VgUybAzjwGmXzpFU7wk4nhWAHG48ZfPcjKbViZMZZl,"May all your days be merry and bright! We hope you all had a wonderful Christmas from all of us at Pottery Barn ❤️🎄

📷: @laineandlayne, @aleksandrazee, @anniemescallhome, @rachelnorstrom, @_desertcottage_,  @caroldemaurohome, @ciarakenaston, @pantry.hill, @nikimariephoto, @emiliamariehome #mypotterybarn",1639,41,41,109,0,0,193,0,0,52,110,4.700480366,3,5.072593251,08-01-2009,16-03-2026,6276,0,0,,0,1,0,0
https://www.facebook.com/woodenstreet/posts/pfbid026RPF1zorSYomgHC6EukDwokXaZcFe2JLjjonx7XNoXtg38t8iJKfu5WASLXQcSySl,"Make room for personality.
The Troupe Chair isn’t here to blend in — it’s here to belong.
With bold stripes and a solid wood build, it’s the perfect mix of statement and comfort. 

Can you picture this in your space? Comment down where you'd keep it!

#TroupeChair #WoodenStreetStyle #DesignThatSpeaks #StatementSeating #FurnitureGoals",3,0,0,1,146,36,199,0,0,45,33,3.496507561,1,2.138474612,22-05-2015,16-03-2026,6333,1,1,,1,1,0,0
https://www.facebook.com/Natuzzi/posts/pfbid02sFEuVwfj3c2AYVM7pGkNCj6J11oB3f2ydep9RYQugakTs9SymKbbHNycKAzJuoXUl,"Born from tradition and built with the future in mind, Mirai is a Natuzzi Italia Project where form, function, and service come together to create lasting value.

 #NatuzziItalia #Mirai",274,5,5,32,0,0,200,0,0,25,45,3.80666249,3,9.12,11-05-2011,16-03-2026,5423,1,1,,1,1,0,0
https://www.facebook.com/Fabindia/posts/pfbid0yadAiwVjWbyBvDnwPHkEYjtR8HF8S2uGa7Gw1QA52kPLjt1nfJLvtW7aWZEbhenCl,"An ode to Cabana Calm.

Rooted in Cabana motifs and touched by tropical ease, this cotton table linen brings quiet structure to everyday settings. 

Soft hues, relaxed detailing, and a mood that mirrors slow, sunlit mornings.

Shop the Cabana Collection online & in-store.

#FabindiaLiving #CabanaMotif #TropicalEdit #TableLinenStory #CraftedForTheEveryday #fabindia #homeliving #tabletopdecor #breakfast #tropical #printedtablecloth",27,0,0,1,10,10,215,0,0,31,55,4.007333185,2,1.45,01-06-2011,16-03-2026,5402,1,0,,0,0,0,0
https://www.facebook.com/cb2/posts/pfbid0mcGQrNtewQHuTNGtoxsHL9MGrPH9rfSgxBEsiRgSXptUAwJFHJqVG2wAgBW4NyJFl,"Rooms that give quiet grandeur.

@stagedtosellhome
@lch_interiors
@sedapiazza_design

Tap to shop:https://cb2.visitlink.me/GyVDo0

#mycb2",36,19,19,4,0,0,216,0,0,66,15,2.708050201,2,5.798066667,12-11-2008,16-03-2026,6333,0,0,,0,0,0,0
https://www.facebook.com/cb2/posts/pfbid04N235hnMANvvoDQ8ZyYLy8vLt6wunF5oHmTPpRggEoaUiJJjQDtUcTs3YvDwgLwol,"Good design lingers. The kind you catch yourself thinking about later.

@sarahstaceyinteriordesign
@brns_design

Tap to shop:https://cb2.visitlink.me/nx3Bdb

#mycb2",15,36,36,38,0,0,218,0,0,3,15,2.708050201,2,8.407361349,12-11-2008,16-03-2026,6333,0,1,,1,1,0,0
https://www.facebook.com/lakkadhaara/posts/pfbid0eU9BFrwGZTpcnTAaiRv7kVJt8KFiTYt2TB44KWiDgRiw8DQFmuMohLo7UNgiphBxl,"Eros Solid Wood Poster Bed is stylish, elegant, and add so much to a room.Made of Sheesham Wood, this beautifully carved piece of craftsmanship even has an intricate headboard and foot board fretwork design detail.  

#bed #bedroomfurniture #posterbed  #solidwoodfurniture",18,0,0,2,53,53,244,0,0,0,76,4.33073334,1,1.45,27-04-2018,16-03-2026,2880,1,0,,1,1,0,0
https://www.facebook.com/westelm/posts/pfbid02RH87oiUk4ZwjnnK6gAadFVnnSz3BoUg3vdQ7G6Y4sYiA7t16wUP2xdWg9ih5q8Vel,"Wanna reach me? Sorry, OOO✌️",27,51,51,1,107,53,246,0,0,0,40,3.688879454,2,2.952149441,01-06-2009,16-03-2026,6132,0,0,,1,0,0,0
https://www.facebook.com/Pepperfry/posts/pfbid02d3Mod1wwRa9BNKhinKHdNT9gjjNUrZTtSKaJL4Sj7YdLa7mzj8WLboLiwKZo8sQpl,"A statement piece that speaks ⛲
.
.
.
Shop Water Fountains from @expleasiadecor 
Only on www.pepperfry.com

#pepperfrydecor #pepperfryfurniture #pepperfryhomes",9,43,43,8,0,0,250,0,0,46,27,3.295836866,1,1.45,02-10-2001,16-03-2026,8931,0,1,,1,0,0,0
https://www.facebook.com/potterybarn/posts/pfbid02MnRtkoL8qzTR1KMBBR9CZTCDW5yFggv9q4RLEvJqJUYQzrDEPSJd5PAfLb1byr9Xl,"Make every night feel a little more magical—our Holiday Love Quilt is on sale for Black Friday. Complete your bed with up to 50% off bedding for the ultimate cozy retreat: https://bit.ly/4oiRSJf 

📷: @sarahkjp #mypotterybarn",786,45,45,18,0,0,256,0,0,47,104,4.644390899,3,6.261531878,08-01-2009,16-03-2026,6276,1,0,,0,1,0,0
https://www.facebook.com/Pepperfry/posts/pfbid024LGevUStibEr6FaFK5fz5HcYKodF7omDGoa7EefDn5c1xtEqSYMMCbucoLEHPtLRl,"Introducing our New Collection 'ABRAN'
from CasaCraft by Pepperfry.

#newlaunch #newcollections #furniture #newfurnituredesign
.
.
.
Shop Now only on www.pepperfry.com

#pepperfry #pepperfryhomes #pepperfryfurniture #pepperfrydecor",59,529,529,0,19,19,268,0,0,50,26,3.258096538,2,5.674175538,02-10-2001,16-03-2026,8931,0,1,,0,0,0,0
https://www.facebook.com/durianforhome/posts/pfbid036nTgRtaCBi1vJHcL4bo1xWQqgwv2vZYgJkPBv5B3DPqc4QY8CctRWDMynTha6krTl,"Strong foundations are built by stronger people.

Every product you see, every detail you admire—carries the imprint of dedication, skill, and heart.

Here’s to the hands and minds behind the scenes, whose passion and precision make everyday excellence possible.

#MadeWithCare #CraftedByDurian #PeopleBehindTheProcess #durianforhome #DurianFurniture",8,41,41,1,132,33,284,0,0,24,62,4.127134385,6,3.204977563,16-04-2011,16-03-2026,5448,1,0,,1,0,0,0
https://www.facebook.com/durianforhome/posts/pfbid0HoZTYM5dsBkH4VqrdksjeGdC6NixdWhvzPnpZ1HPjqS7yHWicakmgyjU79Jef9qql,"Elegantly enveloped in boucle or rhythmically fluted curves, what's your favourite in the Opus Collection? Comment below!!

#durianforhome #durianfurniture #luxuryhomefurniture",4,48,48,57,0,0,295,0,0,77,62,4.127134385,6,7.026052345,16-04-2011,16-03-2026,5448,0,0,,1,0,0,0
https://www.facebook.com/Pepperfry/posts/pfbid0FiEBFBa2T1GFefZ18JFiEFyMgL2ZCcmZmsqRdz7AAHMNt1r3dEUapyr2E9dQurQEl,"Care for your furniture?
Buy our very own Care Kit!
.
.
.
#pepperfry #pepperfrystore #pepperfryhomes #carekit",19,38,38,16,0,0,301,0,0,117,26,3.258096538,1,5.018473731,02-10-2001,16-03-2026,8931,0,0,,1,0,0,0
https://www.facebook.com/lakkadhaara/posts/pfbid025v7hrvBMUZSc9jx1GnhkXK3QEJG9FwUPS3kDyouLm22Aawk9uE8Gt6HhPkeN3WNnl,"The Simon Armchair is a true masterpiece that displays the artistry of traditional craftsmanship. With its exquisite design and intricate details, it is a striking piece that will add elegance and sophistication to any interior space.

#armchair #solidwoodfurniture",14,19,19,0,30,30,313,0,0,27,73,4.290459441,2,1.45,27-04-2018,16-03-2026,2880,0,0,,0,1,0,0
https://www.facebook.com/Pepperfry/posts/pfbid02AEyJjDAa6nz5hZNqt6PiG59RJdXjCSZzMtCzUQ5fns71BH8ufasPkLBcE4Ua9MRdl,"Guess which two friends are painting the town orange?

That’s right—Pepperfry is now live on Swiggy!
Get your favorite Pepperfry décor and furnishings delivered in minutes!

#collaboration #swiggyinstamart #pepperfryxswiggy 

#pepperfry #pepperfrystore #pepperfrydecor #pepperfrymemes",8,63,63,1,59,59,316,0,0,80,26,3.258096538,2,3.808492611,02-10-2001,16-03-2026,8931,1,0,,0,1,0,0
https://www.facebook.com/urbanladder/posts/pfbid0jFCyzo4PzhCaeTJ8CCkux9iGH7YiXDs2pSk9BbmLGpBSSEkkH4fpe5H5JUB1pGKsl,"We are in a wooden mood! Our Arabia Capra Dining Table Set and Vector Sideboard is perfect for your meal times 🍽️

Image by @urban_iyer 

#ULStory #urbanladder #diningroom #diningroomdecor #woodfurniture",214,73,73,7,0,0,322,0,0,101,23,3.135494216,3,5.654921855,17-02-2012,16-03-2026,5141,0,1,,1,1,0,0
https://www.facebook.com/cb2/posts/pfbid0s98FXpJWVPQXxrzmvzVjSa8kf8x6zgG2jGQmDVyJyw561S1gvFGe8yNZ6vUYrzJAl,"Spotted: a velvet-on-velvet pairing of our Journey stool and Mardones chair.

Shop Here: https://cb2.visitlink.me/pw21NH
@hoss_home
#mycb2",22,23,23,0,99,25,337,0,0,28,14,2.63905733,2,5.458188828,12-11-2008,16-03-2026,6333,0,1,,0,0,0,0
https://www.facebook.com/Pepperfry/posts/pfbid02oSxpwvjCgfguuk9kKAHNRieyfuQkWwFw7ALQzcDDZrdp1mw9pLePg6AoCnE9pcECl,"Sorry we have great deals on our website. 
Log on to www.pepperfry.com
.
.
.
#pepperfrystore #pepperfry #pepperfryhomes",15,0,0,24,0,0,341,0,0,83,26,3.258096538,1,5.14561402,02-10-2001,16-03-2026,8931,1,0,,0,1,0,0
https://www.facebook.com/lakkadhaara/posts/pfbid02gjdTFR6f3f5B6XphnGeyZJNRBgV37QoSWWoJvdju2JpBS8ZAgaomzXpPsfrnzNa9l,"The Abada Study Table is a sleek and stylish addition to any living area. Crafted from solid hardwood, it features two drawers that can be used for storing books or decor items. It comes in a distressed white finish to give it an authentic look. The African carving accent adds extra interest and brings a touch of African culture to your home.

#solidwoodfurniture #solidwood #studytable #console",8,52,52,76,0,0,356,0,0,66,70,4.248495242,2,5.097966138,27-04-2018,16-03-2026,2880,1,1,,0,1,0,0
https://www.facebook.com/Fabindia/posts/pfbid027osZabgrVL1XzraD82A9AMXGGbyinazud8FMxJ1GofWFiRkdKjic8ExcpmWjTFfVl,"As the chill sets in, wrap your skin in warmth and nourishment with our winter essentials. 

Indulge in toxin-free range by Fabessentials, featuring rich lotions, moisturizing bathing bars, uplifting perfume oils, and hydrating coconut oil, to keep your skin soft, supple, and glowing all season long.

To explore more, visit your nearest Fabindia store or shop online at fabindia.com. Download the app for instant access.

Images are for representational purposes only.
.
.
.
.
.
.
#fabessentials #fabindia #personalcare #winteressentials #winterstyle #winterskincare #skincareroutine #coconutoil #bodylotion #perfumeoil #skincaretips #bathingbar #exploremore",18,26,26,2,58,0,358,0,0,145,53,3.970291914,2,4.191561221,01-06-2011,16-03-2026,5402,0,1,,0,0,0,0
https://www.facebook.com/wayfair/posts/pfbid02NuxP1AXp2dAXkFbKsg36ieaXkHQEVmju4muqCvz54Zf1VuGqLXL2jaRYVTeeDT8Sl,"An outdoor area makes all the difference whether you have a spacious yard, a cozy patio, or an apartment balcony. To ensure you get the most out of your space, you first need to define your ideal outdoor oasis. Is it all about the amenities? plant life? alfresco dining? or all of the above? Our outdoor oasis quiz is designed to help you discover the perfect outdoor space based on your preferences.

",27,54,54,2,0,0,367,0,0,52,18,2.890371758,2,4.720675787,25-08-2011,16-03-2026,5317,0,1,,1,1,0,0
https://www.facebook.com/potterybarn/posts/pfbid0cUGc6qAPZT2hKJ97WqPND9rvQpfotkjyAiY6Rrkzxfag9qHFt3K6U9uDWFQxZLw1l,Nostalgic Classics—All things gingerbread. Classics and collectibles. Nostalgic and festive. More holiday inspiration: https://bit.ly/4mIhr5H,411,50,50,23,0,0,369,0,0,55,94,4.543294782,2,3.019869562,08-01-2009,16-03-2026,6276,0,1,,1,0,0,0
https://www.facebook.com/lakkadhaara/posts/pfbid036j5KZcBBQMt796V3eWVm7GxuPbNbEUCzarFBhUnnEA9YT3LsJKwpYJ9XTVXSMgezl,"This wall clock is hand-carved by skilled artisans in Barmer Rajasthan, India. It is a unique piece, with each detail exquisitely crafted by our talented artisans. A beautiful piece of art, this intricately carved wooden clock resembles the stunning architecture of Rajasthan. It is as much a work of art as it is a functional timepiece that you can use in everyday life.

#solidwoodfurniture #wallclock #handcarved",4,13,13,0,83,20,405,0,0,50,68,4.219507705,2,4.906812152,27-04-2018,16-03-2026,2880,0,0,,0,1,0,0
https://www.facebook.com/wayfair/posts/pfbid0264xmsLK6g5Hjjds8wNSfhmLizQZB68cxZmEC7jb1w54hEAtzv53R2xEniwnGT5a3l,"If you are in search of easy ways to spend quality time with family and friends, why not turn your home into an entertainment spot for all to gather and have fun? Hosting a movie night is a fantastic way to avoid crowds and experience your very own cinematic experience from the privacy of your home. Read this ultimate movie night ideas guide to start planning an unforgettable evening.

",35,41,41,2,133,0,405,0,0,27,18,2.890371758,2,4.89583802,25-08-2011,16-03-2026,5317,1,0,,0,1,0,0
https://www.facebook.com/lakkadhaara/posts/pfbid02nmRsoo9tTHRqt6YGWU3N4MmU4CjQCsY5wXvXX6FZJc1ppXiPkKixmBYfTfrpCwWrl,"Lakkadhaara Brings this traditional frame of the Raven Chest of Drawers gives fluting a new lease of life, with border-esque grooves shadowing the shape of its drawers in an almost architectural way.

#chestofdrawers #solidwoodfurniture",12,29,29,0,23,23,435,0,0,52,67,4.204692619,2,7.877184047,27-04-2018,16-03-2026,2880,1,0,,1,0,0,0
https://www.facebook.com/Pepperfry/posts/pfbid02i8SmxdEyszH39v4gvxUrLSDd3sXres7SDHn71vFX6mLB5MbGUWzkGuN8wnaZGudNl,"This Diwali, help your son create a home away from home. 
Shop now on www.pepperfry.com
.
.
https://www.pepperfry.com/category/diwali-gifts.html?type=homepage_blog_section_block1

#pepperfryhomes #pepperfry #diwali #festive",7,9,9,1,10,10,482,0,0,17,25,3.218875825,1,6.622830078,02-10-2001,16-03-2026,8931,0,0,,0,0,0,0
https://www.facebook.com/Homecentrestores/posts/pfbid0MgCsyEa3XDuwYSNuc1xJi7W171sVW96fnbY71QrvNFEDGdGzdXzQUxvKqAJjLuS4l,"Someone stole an extra slice of Kunafa...but can you guess who did it? 🤔 Crack today’s Fawazeer riddle for a chance to WIN big this Ramadan! 🎁✨

It’s as easy as 1-2-3:

1️⃣ Follow @homecentremena

2️⃣ Tag 3 friends that will help solve the riddle

3️⃣ Solve the riddle and share your answer in the comments with your #Country and #City 🌍

🌟 Winners will be revealed in our post soon, so don’t miss your chance to celebrate Ramadan with a special gift! 🎉

*T&C apply.
A total of 20 winners will be announced across our Instagram, TikTok, and Snapchat handles!
Each winner will receive a 500 AED Digital Gift Card 🎁

#YourRamadanAnswered #Ramadan2025 #YourHomeYourHomeCentre #RamadanContest

‎أحد أخذ قطعة كنافة إضافية... تقدروا تخمنوا مين؟ 🤔 حلّوا فزورة اليوم من فوازير رمضان واربحوا جوائز قيمة! 🎁✨

‎الطريقة سهلة جدًا:

‎ 1️⃣ تابعوا حساباتنا @homecentremena

‎ 2️⃣منشنوا 3 أصدقاء يساعدوكم في حل الفزورة

‎ 3️⃣اكتبوا إجابتكم في التعليقات مع ذكر #دولتكم و#المدينة الخاصة بكم 🌍

‎✨ ترقبوا إعلان الفائزين قريبًا في منشوراتنا ولا تفوتوا فرصة الاحتفال بشهر رمضان مع هدية خاصة! 🎉

‎*تطبق الشروط والأحكام.
‎سيتم اختيار 20 فائز عبر حساباتنا على إنستغرام، تيك توك، وسناب شات!
‎كل فائز سيحصل على بطاقة هدية رقمية بقيمة 500 درهم!🎁

‎#رمضانكم_مميز #رمضان2025 #هوم_سنتر_بيتكم #فوازير_رمضان",27,42,42,0,144,36,488,0,0,44,48,3.871201011,5,9.12,13-05-2011,16-03-2026,5421,1,1,,1,1,0,0
https://www.facebook.com/wakefitco/posts/pfbid02ChASaKUEgRqQELS4cPoexPNeanfz96hqxdv51SY3uGj5SZGTZnaJKemgR6Aa4idJl,"skip to the last slide ⏭️ 

( sleep, skip, Netflix, food, snacks, bedtime )",0,42,42,0,22,22,493,0,0,46,38,3.63758616,11,9.028630371,20-01-2016,16-03-2026,3708,1,0,,1,1,0,0
https://www.facebook.com/rocheboboisusa/posts/pfbid02tL34cUe8rgVnrrqch3oFdhWbqda8FfLdKGgNSZQukYxLR5eWr4sRoTauzUqjGS65l,"As part of his first collaboration with Roche Bobois, designer Patrick Norguet presents Elanta: a timeless collection with subtle yet contemporary woodwork details. 
Dining table Elanta, designed by Patrick Norguet. https://www.roche-bobois.com/en-US/product/elanta-rectangular-dining-table---top-in-fokos-ceramic/A2074033211.html 

Photos: Flavien Carlod and Baptiste Le Quiniou
texturepainting.be. Architecte : Britt Van Namen.",20,0,0,2,76,76,502,0,0,71,1,0,4,6.094606596,11-06-2010,16-03-2026,5757,0,0,,1,1,0,0
https://www.facebook.com/Homecentrestores/posts/pfbid0xqbVu68XjXxts7yKMNGyZo9woheJVMjqL71N3yCdmvTFGp84Gr9Em9ZNcKvtSMKal,"Golden vibes, plush feels, and pure elegance—Doree Collection’s got your home glowing! ✨ Living, dining, or bedroom—swipe to pick your fave

أجواء ذهبية، أناقة فاخرة، ولمسات من الفخامة – مجموعة دوري تجعل بيتك يتألق! ✨
غرفة المعيشة، السفرة، أو غرفة النوم – اسحب واختر المفضلة لديك.

#Doree
#ForTheLoveOfHosting
 #YourHomeYourHomeCentre",19,41,41,1,119,29,534,0,0,24,48,3.871201011,5,3.626782333,13-05-2011,16-03-2026,5421,0,1,,1,1,0,0
https://www.facebook.com/Homecentrestores/posts/1008429371328250:586450980999724,,15,42,42,0,139,34,548,0,0,50,48,3.871201011,5,1.45,13-05-2011,16-03-2026,5421,0,0,,1,1,0,0
https://www.facebook.com/Natuzzi/posts/pfbid02ixPV1ba3SCcmE7poZTcKD4dSLkM1H6PYf5WZajVWSMhwYKfoiDmiYQeJMuESNSZpl,"The property's classicist, original charm meets modern elements for a harmonious and totally renovated living space.
Prague 1 Flat made by Jancalek Architects 
 

Photography: Honza Zima
Published: ELLE Decoration Czech Republic 
Thanks to: Natuzzi Italia CZ 

#natuzzi #natuzziitalia",161,4,4,40,0,0,598,0,0,50,43,3.761200116,3,1.45,11-05-2011,16-03-2026,5423,1,1,,1,1,0,0
